Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,1,,14.53,25.02,24.95,44,44.2,22.36,22.28,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:31
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,6557280,10406240,32564600,,9898800,19289080,41780000,,,,,,,,
C,,135000,932040,9142360,,108320,54120,1262160,,,,,,,,
D,,4680,75800,810600,,13400,10440,418600,4168600,3719680,3551440,,,,,
E,,187240,1025600,9438000,,12735480,2636480,17139120,,,,,,,,
F,,11240,10040,295800,,4517520,148400,3999840,,,,,,,,
G,,2080,3520,41320,,376200,1760,38360,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,18,,14.53,25,25,43.4,43.4,22.38,22.48,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:48
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,6261880,9939000,30898040,,9684520,18804680,40102400,,,,,,,,
C,,127760,897840,8798400,,104760,55360,1238600,,,,,,,,
D,,4520,70800,775040,,12600,11000,410040,4188560,3752280,3579560,,,,,
E,,179720,999800,9047800,,12568400,2673920,16994320,,,,,,,,
F,,11560,9880,291760,,4391440,149120,3908280,,,,,,,,
G,,2280,3240,42360,,367280,1800,37280,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,19,,14.53,25,25.05,43.6,43.6,22.48,22.38,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:49
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,5969160,9507240,29334320,,9480600,18339480,38537960,,,,,,,,
C,,121960,855760,8459040,,103560,52880,1219800,,,,,,,,
D,,3880,68720,758160,,12440,10880,404880,4183920,3760440,3606520,,,,,
E,,176880,983600,8680880,,12427560,2699560,16848360,,,,,,,,
F,,10800,9920,280640,,4293840,148840,3811640,,,,,,,,
G,,1960,2760,40440,,361200,1880,36560,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,20,,14.53,25,25,43.6,43.3,22.38,22.58,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:50
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,5687680,9094080,27816320,,9274960,17867600,36935600,,,,,,,,
C,,116280,817120,8155280,,100560,52800,1195640,,,,,,,,
D,,3920,67040,716160,,12400,10960,396240,4193120,3770400,3616400,,,,,
E,,170840,953520,8334160,,12306200,2731120,16704720,,,,,,,,
F,,10920,9560,278280,,4191720,150200,3746040,,,,,,,,
G,,1840,3240,39760,,355560,1720,35520,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,21,,14.53,25,24.95,43.3,43.6,22.48,22.48,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:51
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,5452800,8714280,26407240,,9074160,17390360,35471520,,,,,,,,
C,,109640,775040,7839400,,99080,51640,1167080,,,,,,,,
D,,3720,64320,688160,,11680,10720,388600,4174880,3784200,3621000,,,,,
E,,168120,936440,8003920,,12161280,2750840,16578120,,,,,,,,
F,,10600,9840,265760,,4094040,148080,3673360,,,,,,,,
G,,2200,2760,39480,,349440,1680,35240,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,22,,14.53,25,24.95,43.9,43.6,22.58,22.58,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:52
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,5201600,8321880,25102240,,8883640,16911160,34033520,,,,,,,,
C,,104560,739960,7517640,,95240,50160,1154840,,,,,,,,
D,,3560,60640,657960,,12040,10480,380440,4165360,3790840,3628240,,,,,
E,,164040,909600,7680080,,12051720,2785960,16476360,,,,,,,,
F,,10200,9160,255920,,4000640,149000,3603120,,,,,,,,
G,,1760,2960,39240,,347800,1640,33880,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,23,,14.53,24.95,25,43.6,43.6,22.58,22.48,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:53
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,4946640,7951720,23883600,,8655600,16465600,32751640,,,,,,,,
C,,98640,706320,7213960,,94440,50400,1125480,,,,,,,,
D,,3520,56960,630080,,11600,10600,375440,4136400,3778400,3620120,,,,,
E,,155680,893720,7386640,,11949760,2821200,16309240,,,,,,,,
F,,10560,9320,253560,,3921880,148520,3546880,,,,,,,,
G,,1920,2920,37880,,343600,1960,33440,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,24,,14.53,25,24.95,43.6,43.7,22.48,22.38,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:54
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,4727360,7632600,22727760,,8455160,16003680,31455160,,,,,,,,
C,,91760,670800,6929120,,91760,49600,1098760,,,,,,,,
D,,3560,55120,608880,,11120,10160,362320,4112720,3756840,3599560,,,,,
E,,152920,873520,7112920,,11793800,2836920,16159720,,,,,,,,
F,,9960,8960,244640,,3860000,148880,3493720,,,,,,,,
G,,1920,3240,39120,,339560,1600,33400,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,25,,14.53,25,25,43.7,43.7,22.38,22.38,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:55
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,4505240,7310800,21635960,,8253920,15540840,30206880,,,,,,,,
C,,86920,638680,6664520,,90400,48840,1082160,,,,,,,,
D,,3440,53200,586880,,10320,10560,357040,4072680,3732200,3584520,,,,,
E,,146720,844320,6823120,,11701400,2862040,16030680,,,,,,,,
F,,9760,8960,242120,,3802560,150480,3447000,,,,,,,,
G,,2000,3040,38240,,337320,1640,32680,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,26,,14.53,25.05,25,43.7,43.3,22.48,22.77,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:56
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,4308040,7002240,20577520,,8077040,15111680,28993400,,,,,,,,
C,,82360,608920,6373800,,86320,47960,1058680,,,,,,,,
D,,3240,52440,563080,,10160,9840,349280,4033160,3711720,3570200,,,,,
E,,142560,828880,6577320,,11596000,2883280,15914840,,,,,,,,
F,,10280,9080,234920,,3732800,150000,3404840,,,,,,,,
G,,1960,2680,37840,,332320,1560,33320,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,27,,14.53,25.05,25,43.3,43.6,22.68,22.58,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:57
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,4118440,6683320,19599320,,7877920,14690080,27898800,,,,,,,,
C,,76800,578800,6132000,,86280,46840,1033360,,,,,,,,
D,,3320,50280,538400,,9920,9160,341040,3992680,3677360,3529640,,,,,
E,,139600,804280,6320560,,11499400,2901520,15788560,,,,,,,,
F,,9560,8920,229840,,3702320,148560,3350040,,,,,,,,
G,,1640,2880,39120,,329600,1600,32160,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,28,,14.53,25,25.05,43.4,43.4,22.58,22.58,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:58
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,3928600,6410760,18662160,,7680080,14245240,26839280,,,,,,,,
C,,73080,551600,5894400,,83080,45640,1017880,,,,,,,,
D,,3440,47520,516040,,9480,9160,332000,3940920,3666440,3511600,,,,,
E,,132480,781200,6077040,,11415200,2920080,15665000,,,,,,,,
F,,9600,9040,226680,,3644840,151080,3321320,,,,,,,,
G,,1720,3200,37240,,325840,1440,32200,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,29,,14.53,25,25.05,43.3,43.4,22.68,22.48,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 16:59
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,3747640,6144320,17788800,,7468720,13835120,25800360,,,,,,,,
C,,69240,528440,5643080,,82520,46080,994600,,,,,,,,
D,,3160,44680,497400,,9120,10000,327400,3886480,3610840,3472480,,,,,
E,,129440,761040,5863320,,11301480,2928440,15546880,,,,,,,,
F,,8880,8400,222200,,3604440,149520,3289200,,,,,,,,
G,,1760,2760,36680,,324000,1640,31400,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate information ,,,,,,,,,,,,,,,,
Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date
1,30,,14.53,25.05,25.05,43.4,43.4,22.58,22.48,1,US LUM 96 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A,0,11/6/2020 17:00
,,,,,,,,,,,,,,,,
Background information,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,
1,US LUM 96 (cps),0,716,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results for US LUM 96 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,,,,,,,,,,,,,,,,
B,,3592200,5902920,16935480,,7297920,13443040,24792920,,,,,,,,
C,,62480,497040,5405400,,79840,45120,968040,,,,,,,,
D,,3080,43000,478520,,9080,8400,318400,3822920,3574440,3433400,,,,,
E,,126760,743840,5641280,,11204560,2946200,15427920,,,,,,,,
F,,8600,8720,215320,,3565600,148120,3238760,,,,,,,,
G,,1760,2600,36280,,324320,1720,31600,,,,,,,,
H,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Basic assay information ,,,,,,,,,,,,,,,,
Assay ID: ,,,,6019,,,,,,,,,,,,
Assay Started: ,,,,11/6/2020 16:30,,,,,,,,,,,,
Assay Finished: ,,,,11/6/2020 17:00,,,,,,,,,,,,
Assay Exported: ,,,,11/6/2020 17:00,,,,,,,,,,,,
Protocol ID: ,,,,100322,,,,,,,,,,,,
Protocol Name: ,,,,gLuc timelapse,,,,,,,,,,,,
Serial#: ,,,,1040543,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Protocol information,,,,,,,,,,,,,,,,
Protocol:,,,,,,,,,,,,,,,,
Protocol name,,,,gLuc timelapse,,,,,,,,,,,,
Number of assay repeats,,,,1,,,,,,,,,,,,
Start assay repeat each,,,,N/A,,,,,,,,,,,,
Number of plate repeats,,,,30,,,,,,,,,,,,
Start plate repeat each,,,,1 min ,,,,,,,,,,,,
Is label meas. height used,,,,Yes,,,,,,,,,,,,
Height of measurement,,,,Defined in label,,,,,,,,,,,,
Is gripper height used,,,,No,,,,,,,,,,,,
Mode of measurement,,,,By Rows  bi-directional,,,,,,,,,,,,
Rotated plate,,,,No,,,,,,,,,,,,
Soft move,,,,Yes,,,,,,,,,,,,
Protocol notes,,,, ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Plate type:,,,,,,,,,,,,,,,,
Name of the plate type,,,,96 General,,,,,,,,,,,,
Number of rows,,,,8,,,,,,,,,,,,
Number of columns,,,,12,,,,,,,,,,,,
Number of the wells in the plate,,,,96,,,,,,,,,,,,
Height of the plate,,,,14.35 mm,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Coordinates of corners:,,,,,,,,,,,,,,,,
96 General + US LUM 96 (cps),,,,,,,,,,,,,,,,
14.38 mm x------------------------------------------------------ x 112.64 mm,,,,,,,,,,,,,,,,
11.24 mm                                                           11.17 mm,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14.38 mm x------------------------------------------------------ x 113.35 mm,,,,,,,,,,,,,,,,
74.24 mm                                                           74.25 mm,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Platemap:,,,,,,,,,,,,,,,,
Plate,,,,1,,,,,,,,,,,,
Group,,,,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,,,,
A,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,
B,  ,- ,- ,- ,  ,- ,- ,- ,  ,  ,  ,  ,,,,
C,  ,- ,- ,- ,  ,- ,- ,- ,  ,  ,  ,  ,,,,
D,  ,- ,- ,- ,  ,- ,- ,- ,- ,- ,- ,  ,,,,
E,  ,- ,- ,- ,  ,- ,- ,- ,  ,  ,  ,  ,,,,
F,  ,- ,- ,- ,  ,- ,- ,- ,  ,  ,  ,  ,,,,
G,  ,- ,- ,- ,  ,- ,- ,- ,  ,  ,  ,  ,,,,
H,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,
,,,,,,,,,,,,,,,,
 - - Undefined,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Calculations:,,,,,,,,,,,,,,,,
No calculations.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Auto export parameters:,,,,,,,,,,,,,,,,
Export format,,,,Plate2,,,,,,,,,,,,
Include basic assay information,,,,Yes,,,,,,,,,,,,
Place assay information at,,,,End of file,,,,,,,,,,,,
Include basic plate information,,,,Yes,,,,,,,,,,,,
Place plate information at,,,,Beginning of plate,,,,,,,,,,,,
Include protocol information,,,,Yes,,,,,,,,,,,,
Protocol info level,,,,Large,,,,,,,,,,,,
Include error and warning information,,,,Yes,,,,,,,,,,,,
Include background information,,,,Yes,,,,,,,,,,,,
Add plate number to the file name,,,,Yes,,,,,,,,,,,,
Each plate to separate file,,,,No,,,,,,,,,,,,
Field separator to use,,,,System,,,,,,,,,,,,
File name format,,,,C:\Documents and Settings\User\Desktop\Kean_Lab\<Date>\<ProtocolName>_<AssayID>.csv,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Operations:,,,,,,,,,,,,,,,,
Plate 1,,,,,,,,,,,,,,,,
  Group 1,,,,,,,,,,,,,,,,
    Temperature control,,,,,,,,,,,,,,,,
      Measurement chamber temperature,,,,25 °C,,,,,,,,,,,,
      Fast start,,,,Yes,,,,,,,,,,,,
      First assay/plate repeat affected,,,,1,,,,,,,,,,,,
      Last assay/plate repeat affected,,,,1,,,,,,,,,,,,
    Shake,,,,,,,,,,,,,,,,
      Duration,,,,1 s,,,,,,,,,,,,
      Speed,,,,250,,,,,,,,,,,,
      Diameter,,,,1 mm,,,,,,,,,,,,
      Shake mode,,,,Double orbital,,,,,,,,,,,,
      Plate location,,,,Inside,,,,,,,,,,,,
      First assay/plate repeat affected,,,,1,,,,,,,,,,,,
      Last assay/plate repeat affected,,,,1,,,,,,,,,,,,
    Measurement,,,,,,,,,,,,,,,,
      Label,,,,US LUM 96 (cps)(1),,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Labels:,,,,,,,,,,,,,,,,
US LUM 96 (cps),,,,7500002,,,,,,,,,,,,
Measurement height,,,,0 mm,,,,,,,,,,,,
Measurement time,,,,0.1 s,,,,,,,,,,,,
CT,,,,0,,,,,,,,,,,,
Aperture,,,,96 Plate US Luminescence aperture,,,,,,,,,,,,
Last edited,,,,2/23/2010 6:39,,,,,,,,,,,,
Last edited by,,,,Installation,,,,,,,,,,,,
Factory preset,,,,Yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Aperture:,,,,,,,,,,,,,,,,
96 Plate US Luminescence aperture,,,,8,,,,,,,,,,,,
Height,,,,4.2 mm,,,,,,,,,,,,
Diameter,,,,6 mm,,,,,,,,,,,,
Description,,,, ,,,,,,,,,,,,
Last edited,,,,2/23/2010 6:39,,,,,,,,,,,,
Last edited by,,,,Installation,,,,,,,,,,,,
Factory preset,,,,Yes,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Instrument:,,,,,,,,,,,,,,,,
Serial number,,,,1040543,,,,,,,,,,,,
Nickname,,,,EnVision,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Normalization:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Exported with EnVision Workstation version 1.12,,,,,,,,,,,,,,,,
